 8 сентября ,исторические события,Президент Украины Виктор Ющенко отправил в отставку правительство Юлии Тимошенко (2005),http://www.calendarium.com.ua/prezident_ukrainy_viktor_yushchenko_otpravil_v_otstavku_pravitelstvo_yulii_timoshenko_2005
 8 сентября ,праздники украины,"День работников нефтяной, газовой и нефтеперерабатывающей промышленности",http://www.calendarium.com.ua/den_rabotnikov_neftyanoi_gazovoi_i_neftepererabatyvayushchei_promyshlennosti
 9 сентября ,знаменитые украинцы,Иван Котляревский (1769),http://www.calendarium.com.ua/ivan_kotlyarevskii_1769
 9 сентября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 9 сентября ,исторические события,Киевский военный летчик Петр Нестеров впервые в мире сделал «мертвую петлю» (1913),http://www.calendarium.com.ua/kievskii_voennyi_letchik_petr_nesterov_vpervye_v_mire_sdelal_mertvuyu_petlyu_1913
 9 сентября ,знаменитые украинцы,Александр Смакула (1900),http://www.calendarium.com.ua/aleksandr_smakula_1900
 9 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 9 сентября ,исторические события,Создан Киевский авиационный завод (1920),http://www.calendarium.com.ua/sozdan_kievskii_aviatsionnyi_zavod_1920
 9 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 9 сентября ,праздники украины,День тестировщика,http://www.calendarium.com.ua/den_testirovshchika
 9 сентября ,праздники украины,День дизайнера-графика,http://www.calendarium.com.ua/den_dizaineragrafika
 10 сентября ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 10 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 10 сентября ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 10 сентября ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 10 сентября ,исторические события,Окончание Крымской войны (1856),http://www.calendarium.com.ua/okonchanie_krymskoi_voiny_1856
 10 сентября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 10 сентября ,именины,Павел,http://www.calendarium.com.ua/imenini_pavel
 10 сентября ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 10 сентября ,знаменитые украинцы,Александр Палладин (1885),http://www.calendarium.com.ua/aleksandr_palladin_1885
 10 сентября ,исторические события,Учреждена медаль «За восстановление угольных шахт Донбасса» (1947),http://www.calendarium.com.ua/uchrezhdena_medal_za_vosstanovlenie_ugolnyh_shaht_donbassa_1947
 10 сентября ,именины,Григорий,http://www.calendarium.com.ua/imenini_grigorii
 10 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 10 сентября ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 10 сентября ,знаменитые украинцы,Иван Грималюк (1904),http://www.calendarium.com.ua/ivan_grimalyuk_1904
 10 сентября ,знаменитые украинцы,Николай Горбаль (1940),http://www.calendarium.com.ua/nikolai_gorbal_1940
 11 сентября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 11 сентября ,дни городов украины,День Тульчина,http://www.calendarium.com.ua/den_tulchina
 11 сентября ,исторические события,Многочисленные разрушения от Севастополя до Феодосии в результате землетрясения (1927),http://www.calendarium.com.ua/mnogochislennye_razrusheniya_ot_sevastopolya_do_feodosii_v_rezultate_zemletryaseniya_1927
 11 сентября ,исторические события,Создан государственный украинский хор имени Г. Веревки (1943),http://www.calendarium.com.ua/sozdan_gosudarstvennyi_ukrainskii_hor_imeni_g_verevki_1943
 11 сентября ,праздники украины,Усекновение главы Иоанна Предтечи,http://www.calendarium.com.ua/useknovenie_glavy_ioanna_predtechi
 12 сентября ,исторические события,В Киеве демонтировали монумент в честь Великой Октябрьской социалистической революции (1991),http://www.calendarium.com.ua/v_kieve_demontirovali_monument_v_chest_velikoi_oktyabrskoi_sotsialisticheskoi_revolyutsii_1991
 12 сентября ,знаменитые украинцы,Александр Кошиц (1875),http://www.calendarium.com.ua/aleksandr_koshits_1875
 12 сентября ,именины,Павел,http://www.calendarium.com.ua/imenini_pavel
 12 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 12 сентября ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 12 сентября ,знаменитые украинцы,Мария Затуренская (1902),http://www.calendarium.com.ua/mariya_zaturenskaya_1902
 12 сентября ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 12 сентября ,исторические события,Торжественное открытие Киевского политехнического института (1898),http://www.calendarium.com.ua/torzhestvennoe_otkrytie_kievskogo_politehnicheskogo_instituta_1898
 12 сентября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 12 сентября ,именины,Григорий,http://www.calendarium.com.ua/imenini_grigorii
 12 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 12 сентября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 12 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 12 сентября ,именины,Евгения,http://www.calendarium.com.ua/imenini_evgeniya
 12 сентября ,именины,Даниил,http://www.calendarium.com.ua/imenini_daniil
 13 сентября ,праздники украины,День программиста,http://www.calendarium.com.ua/den_programmista
 13 сентября ,исторические события,УЕФА лишило права «Динамо» участвовать в еврокубках в течение 3 лет (1995),http://www.calendarium.com.ua/uefa_lishilo_prava_dinamo_uchastvovat_v_evrokubkah_v_techenie_3_let_1995
 13 сентября ,дни городов украины,День Бучи,http://www.calendarium.com.ua/den_buchi
 13 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 13 сентября ,исторические события,Писатель Н. Гоголь после года паломничества в святые земли поселился в Москве (1849),http://www.calendarium.com.ua/pisatel_n_gogol_posle_goda_palomnichestva_v_svyatye_zemli_poselilsya_v_moskve_1849
 13 сентября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 13 сентября ,именины,Геннадий,http://www.calendarium.com.ua/imenini_gennadii
 14 сентября ,дни городов украины,День Мариуполя,http://www.calendarium.com.ua/den_mariupolya
 14 сентября ,дни городов украины,День Лимана,http://www.calendarium.com.ua/den_limana
 14 сентября ,дни городов украины,День Ирпеня,http://www.calendarium.com.ua/den_irpenya
 14 сентября ,дни городов украины,День Житомира,http://www.calendarium.com.ua/den_zhitomira
 14 сентября ,дни городов украины,День Константиновки,http://www.calendarium.com.ua/den_konstantinovki
 14 сентября ,дни городов украины,День Луганска,http://www.calendarium.com.ua/den_luganska
 14 сентября ,дни городов украины,День Алчевска,http://www.calendarium.com.ua/den_alchevska
 14 сентября ,исторические события,Начал свою деятельность Харьковский акционерный земельный банк (1871),http://www.calendarium.com.ua/nachal_svoyu_deyatelnost_harkovskii_aktsionernyi_zemelnyi_bank_1871
 14 сентября ,именины,Татьяна,http://www.calendarium.com.ua/imenini_tatyana
 14 сентября ,дни городов украины,День Керчи,http://www.calendarium.com.ua/den_kerchi
 14 сентября ,дни городов украины,День Винницы,http://www.calendarium.com.ua/den_vinnitsy
 14 сентября ,праздники украины,День физической культуры и спорта,http://www.calendarium.com.ua/den_fizicheskoi_kultury_i_sporta
 14 сентября ,дни городов украины,День Харцызска,http://www.calendarium.com.ua/den_hartsyzska
 14 сентября ,именины,Наталья,http://www.calendarium.com.ua/imenini_natalya
 14 сентября ,исторические события,В Киеве начал работу Всеукраинский форум интеллигенции (1991),http://www.calendarium.com.ua/v_kieve_nachal_rabotu_vseukrainskii_forum_intelligentsii_1991
 14 сентября ,дни городов украины,День Коростеня,http://www.calendarium.com.ua/den_korostenya
 14 сентября ,праздники украины,День украинского кино,http://www.calendarium.com.ua/den_ukrainskogo_kino
 14 сентября ,дни городов украины,День Николаева,http://www.calendarium.com.ua/den_nikolaeva
 15 сентября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 15 сентября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 15 сентября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 15 сентября ,праздники украины,День работников леса,http://www.calendarium.com.ua/den_rabotnikov_lesa
 15 сентября ,именины,Богдан,http://www.calendarium.com.ua/imenini_bogdan
 15 сентября ,исторические события,Верховная Рада Украины отменила решение Севастопольского горсовета о российском статусе города (1994),http://www.calendarium.com.ua/verhovnaya_rada_ukrainy_otmenila_reshenie_sevastopolskogo_gorsoveta_o_rossiiskom_statuse_goroda_1994
 15 сентября ,дни городов украины,День Обухова,http://www.calendarium.com.ua/den_obuhova
 15 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 15 сентября ,исторические события,В Киеве открыт театр имени Марии Заньковецкой (1922),http://www.calendarium.com.ua/v_kieve_otkryt_teatr_imeni_marii_zankovetskoi_1922
 15 сентября ,именины,Виктор,http://www.calendarium.com.ua/imenini_viktor
 15 сентября ,дни городов украины,День Нежина,http://www.calendarium.com.ua/den_nezhina
 15 сентября ,именины,Антон,http://www.calendarium.com.ua/imenini_anton
 15 сентября ,знаменитые украинцы,Михаил Максимович (1804),http://www.calendarium.com.ua/mihail_maksimovich_1804
 15 сентября ,именины,Анатолий,http://www.calendarium.com.ua/imenini_anatolii
 15 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 16 сентября ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 16 сентября ,исторические события,На Западной Украине создана Национально-демократическая партия (1899),http://www.calendarium.com.ua/na_zapadnoi_ukraine_sozdana_natsionalnodemokraticheskaya_partiya_1899
 16 сентября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 16 сентября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 16 сентября ,дни городов украины,День Ромен,http://www.calendarium.com.ua/den_romen
 16 сентября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 16 сентября ,исторические события,Гетман Украины Иван Выговский заключил с Польшей Гадяцкий договор (1658),http://www.calendarium.com.ua/getman_ukrainy_ivan_vygovskii_zaklyuchil_s_polshei_gadyatskii_dogovor_1658
 16 сентября ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 16 сентября ,дни городов украины,День Лозовой,http://www.calendarium.com.ua/den_lozovoi
 16 сентября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 16 сентября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 16 сентября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 16 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 17 сентября ,знаменитые украинцы,Михаил Коцюбинский (1864),http://www.calendarium.com.ua/mihail_kotsyubinskii_1864
 17 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 17 сентября ,именины,Павел,http://www.calendarium.com.ua/imenini_pavel
 17 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 17 сентября ,праздники украины,День Спасателя Украины,http://www.calendarium.com.ua/den_spasatelya_ukrainy
 17 сентября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 17 сентября ,именины,Елена,http://www.calendarium.com.ua/imenini_elena
 17 сентября ,знаменитые украинцы,Николай Глущенко (1901),http://www.calendarium.com.ua/nikolai_glushchenko_1901
 17 сентября ,исторические события,Начался І Республиканский фестиваль украинской песни «Червона рута» (1989),http://www.calendarium.com.ua/nachalsya_i_respublikanskii_festival_ukrainskoi_pesni_chervona_ruta_1989
 17 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 17 сентября ,исторические события,Профессор Михаил Максимович назначен ректором Киевского университета св. Владимира (1834),http://www.calendarium.com.ua/professor_mihail_maksimovich_naznachen_rektorom_kievskogo_universiteta_sv_vladimira_1834
 17 сентября ,дни городов украины,День Бердянска,http://www.calendarium.com.ua/den_berdyanska
 18 сентября ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 18 сентября ,исторические события,На Запорожском заводе «Коммунар» выпущен первый украинский комбайн (1929),http://www.calendarium.com.ua/na_zaporozhskom_zavode_kommunar_vypushchen_pervyi_ukrainskii_kombain_1929
 18 сентября ,именины,Раиса,http://www.calendarium.com.ua/imenini_raisa
 18 сентября ,дни городов украины,День Павлограда,http://www.calendarium.com.ua/den_pavlograda
 18 сентября ,именины,Станислав,http://www.calendarium.com.ua/imenini_stanislav
 18 сентября ,знаменитые украинцы,Михаил Драгоманов (1841),http://www.calendarium.com.ua/mihail_dragomanov_1841
 18 сентября ,именины,Елизавета,http://www.calendarium.com.ua/imenini_elizaveta
 18 сентября ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 18 сентября ,дни городов украины,День Прилук,http://www.calendarium.com.ua/den_priluk
 18 сентября ,дни городов украины,День Пирятина,http://www.calendarium.com.ua/den_piryatina
 18 сентября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 18 сентября ,исторические события,Остров Хортица объявлен государственным заповедником (1965),http://www.calendarium.com.ua/ostrov_hortitsa_obyavlen_gosudarstvennym_zapovednikom_1965
 19 сентября ,знаменитые украинцы,Оксана Забужко (1960),http://www.calendarium.com.ua/oksana_zabuzhko_1960
 19 сентября ,исторические события,Немецкие войска вошли в Киев (1941),http://www.calendarium.com.ua/nemetskie_voiska_voshli_v_kiev_1941
 19 сентября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 19 сентября ,исторические события,Возобновила деятельность Киево-Могилянская академия (1991),http://www.calendarium.com.ua/vozobnovila_deyatelnost_kievomogilyanskaya_akademiya_1991
 19 сентября ,знаменитые украинцы,Адриан Кащенко (1858),http://www.calendarium.com.ua/adrian_kashchenko_1858
 19 сентября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 19 сентября ,именины,Михаил,http://www.calendarium.com.ua/imenini_mihail
 20 сентября ,знаменитые украинцы,Дмитрий Зеров (1895),http://www.calendarium.com.ua/dmitrii_zerov_1895
 20 сентября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 20 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 20 сентября ,знаменитые украинцы,Иван Светличный (1929),http://www.calendarium.com.ua/ivan_svetlichnyi_1929
 20 сентября ,знаменитые украинцы,Михаил Жук (1883),http://www.calendarium.com.ua/mihail_zhuk_1883
 20 сентября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 20 сентября ,именины,Олег,http://www.calendarium.com.ua/imenini_oleg
 20 сентября ,исторические события,Открытие первого в Украине IMAX кинотеатра (2008),http://www.calendarium.com.ua/otkrytie_pervogo_v_ukraine_imax_kinoteatra_2008
 20 сентября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 20 сентября ,исторические события,Нестор Махно и правительство УНР заключили соглашение об общей борьбе против Деникина (1919),http://www.calendarium.com.ua/nestor_mahno_i_pravitelstvo_unr_zaklyuchili_soglashenie_ob_obshchei_borbe_protiv_denikina_1919
 20 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 20 сентября ,праздники украины,День рекрутера,http://www.calendarium.com.ua/den_rekrutera
 20 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 20 сентября ,именины,Евгений,http://www.calendarium.com.ua/imenini_evgenii
 21 сентября ,дни городов украины,День Калуша,http://www.calendarium.com.ua/den_kalusha
 21 сентября ,дни городов украины,День Каменского,http://www.calendarium.com.ua/den_kamenskogo
 21 сентября ,исторические события,Введено обязательное изучение украинского языка в школах (1920),http://www.calendarium.com.ua/vvedeno_obyazatelnoe_izuchenie_ukrainskogo_yazyka_v_shkolah_1920
 21 сентября ,исторические события,Освобождение Чернигова (1943),http://www.calendarium.com.ua/osvobozhdenie_chernigova_1943
 21 сентября ,праздники украины,День фармацевтического работника,http://www.calendarium.com.ua/den_farmatsevticheskogo_rabotnika
 21 сентября ,дни городов украины,День Смелы,http://www.calendarium.com.ua/den_smely
 21 сентября ,дни городов украины,День Кропивницкого,http://www.calendarium.com.ua/den_kropivnitskogo
 21 сентября ,дни городов украины,День Днепродзержинска,http://www.calendarium.com.ua/den_dneprodzerzhinska
 21 сентября ,дни городов украины,День Первомайска,http://www.calendarium.com.ua/den_pervomaiska
 21 сентября ,дни городов украины,День Чернигова,http://www.calendarium.com.ua/den_chernigova
 21 сентября ,дни городов украины,День Херсона,http://www.calendarium.com.ua/den_hersona
 21 сентября ,праздники украины,Рождество Пресвятой Богородицы,http://www.calendarium.com.ua/rozhdestvo_presvyatoi_bogoroditsy
 21 сентября ,праздники украины,День фармацевта,http://www.calendarium.com.ua/den_farmatsevta
 21 сентября ,дни городов украины,День Сорокино,http://www.calendarium.com.ua/den_sorokino
 21 сентября ,дни городов украины,День Марганца,http://www.calendarium.com.ua/den_margantsa
 21 сентября ,праздники украины,День изобретателя и рационализатора,http://www.calendarium.com.ua/den_izobretatelya_i_ratsionalizatora
 21 сентября ,дни городов украины,День Хрустального,http://www.calendarium.com.ua/den_hrustalnogo
 21 сентября ,дни городов украины,День Дрогобыча,http://www.calendarium.com.ua/den_drogobycha
 21 сентября ,дни городов украины,День Броваров,http://www.calendarium.com.ua/den_brovarov
 21 сентября ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 22 сентября ,исторические события,Образована Полтавская область (1937),http://www.calendarium.com.ua/obrazovana_poltavskaya_oblast_1937
 22 сентября ,праздники украины,День работников машиностроительной отрасли,http://www.calendarium.com.ua/den_rabotnikov_mashinostroitelnoi_otrasli
 22 сентября ,исторические события,Советские войска заняли Львов (1939),http://www.calendarium.com.ua/sovetskie_voiska_zanyali_lvov_1939
 22 сентября ,именины,Никита,http://www.calendarium.com.ua/imenini_nikita
 22 сентября ,дни городов украины,День Фастова,http://www.calendarium.com.ua/den_fastova
 22 сентября ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 22 сентября ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 22 сентября ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 22 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 22 сентября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 22 сентября ,знаменитые украинцы,Александр Потебня (1835),http://www.calendarium.com.ua/aleksandr_potebnya_1835
 22 сентября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 23 сентября ,знаменитые украинцы,Саломея Крушельницкая (1872),http://www.calendarium.com.ua/salomeya_krushelnitskaya_1872
 23 сентября ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 23 сентября ,дни городов украины,День Полтавы,http://www.calendarium.com.ua/den_poltavy
 23 сентября ,знаменитые украинцы,Иван Каманин (1850),http://www.calendarium.com.ua/ivan_kamanin_1850
 23 сентября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 23 сентября ,именины,Павел,http://www.calendarium.com.ua/imenini_pavel
 23 сентября ,исторические события,Освобождение Полтавы (1943),http://www.calendarium.com.ua/osvobozhdenie_poltavy_1943
 23 сентября ,именины,Татьяна,http://www.calendarium.com.ua/imenini_tatyana
 23 сентября ,дни городов украины,День Борисполя,http://www.calendarium.com.ua/den_borispolya
 23 сентября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 23 сентября ,именины,Евгений,http://www.calendarium.com.ua/imenini_evgenii
 23 сентября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 23 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 23 сентября ,исторические события,Основан Донецкий областной художественный музей (1939),http://www.calendarium.com.ua/osnovan_donetskii_oblastnoi_hudozhestvennyi_muzei_1939
 24 сентября ,знаменитые украинцы,Владимир Полупанов (1925),http://www.calendarium.com.ua/vladimir_polupanov_1925
 24 сентября ,именины,Виктор,http://www.calendarium.com.ua/imenini_viktor
 24 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 24 сентября ,именины,Дмитрий,http://www.calendarium.com.ua/imenini_dmitrii
 24 сентября ,исторические события,Минюст Украины зарегистрировал Организацию Украинских Националистов (1993),http://www.calendarium.com.ua/minyust_ukrainy_zaregistriroval_organizatsiyu_ukrainskih_natsionalistov_1993
 24 сентября ,дни городов украины,День Геническа,http://www.calendarium.com.ua/den_genicheska
 24 сентября ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 24 сентября ,исторические события,В Киеве начались взрывы заминированных советскими диверсантами домов. Среди разрушенных в тот день домов был «дом Гинзбурга» − «первый небоскреб Украины» (1941),http://www.calendarium.com.ua/v_kieve_nachalis_vzryvy_zaminirovannyh_sovetskimi_diversantami_domov_sredi_razrushennyh_v_tot_den_domov_byl_dom_ginzburga_8722_pervyi_neboskreb_ukrainy_1941
 25 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 25 сентября ,исторические события,Открыт канал Рейн-Майн-Дунай (1992),http://www.calendarium.com.ua/otkryt_kanal_reinmaindunai_1992
 25 сентября ,именины,Даниил,http://www.calendarium.com.ua/imenini_daniil
 25 сентября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 25 сентября ,знаменитые украинцы,Анатолий Соловьяненко (1932),http://www.calendarium.com.ua/anatolii_solovyanenko_1932
 25 сентября ,исторические события,Началась оборона Севастополя во время Крымской войны (1854),http://www.calendarium.com.ua/nachalas_oborona_sevastopolya_vo_vremya_krymskoi_voiny_1854
 26 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 26 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 26 сентября ,исторические события,Войска Нестора Махно прорвали фронт белой армии (1919),http://www.calendarium.com.ua/voiska_nestora_mahno_prorvali_front_beloi_armii_1919
 26 сентября ,дни городов украины,День Антрацита,http://www.calendarium.com.ua/den_antratsita
 26 сентября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 26 сентября ,исторические события,Украина принята в Совет Европы (1995),http://www.calendarium.com.ua/ukraina_prinyata_v_sovet_evropy_1995
 26 сентября ,именины,Илья,http://www.calendarium.com.ua/imenini_ilya
 26 сентября ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 27 сентября ,праздники украины,Воздвижение Креста Господня,http://www.calendarium.com.ua/vozdvizhenie_kresta_gospodnya
 27 сентября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 27 сентября ,знаменитые украинцы,София Богомолец (1856),http://www.calendarium.com.ua/sofiya_bogomolets_1856
 27 сентября ,праздники украины,Всемирный день туризма,http://www.calendarium.com.ua/vsemirnyi_den_turizma
 27 сентября ,исторические события,В Киеве открыт стадион «Спортивное поле» (1912),http://www.calendarium.com.ua/v_kieve_otkryt_stadion_sportivnoe_pole_1912
 27 сентября ,знаменитые украинцы,Александр Дорошкевич (1889),http://www.calendarium.com.ua/aleksandr_doroshkevich_1889
 27 сентября ,исторические события,Нестор Махно заключил союз с Красной Армией (1920),http://www.calendarium.com.ua/nestor_mahno_zaklyuchil_soyuz_s_krasnoi_armiei_1920
 27 сентября ,праздники украины,День воспитателя и всех дошкольных работников,http://www.calendarium.com.ua/den_vospitatelya_i_vseh_doshkolnyh_rabotnikov
 28 сентября ,исторические события,Владимир Щербицкий ушел в отставку с поста первого секретаря Компартии Украины (1989),http://www.calendarium.com.ua/vladimir_shcherbitskii_ushel_v_otstavku_s_posta_pervogo_sekretarya_kompartii_ukrainy_1989
 28 сентября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 28 сентября ,исторические события,Войска Врангеля заняли Мариуполь (1920),http://www.calendarium.com.ua/voiska_vrangelya_zanyali_mariupol_1920
 28 сентября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 28 сентября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 28 сентября ,именины,Никита,http://www.calendarium.com.ua/imenini_nikita
 28 сентября ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 28 сентября ,именины,Людмила,http://www.calendarium.com.ua/imenini_lyudmila
 28 сентября ,знаменитые украинцы,Василий Сухомлинский (1918),http://www.calendarium.com.ua/vasilii_suhomlinskii_1918
 28 сентября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 28 сентября ,дни городов украины,День Ужгорода,http://www.calendarium.com.ua/den_uzhgoroda
 28 сентября ,дни городов украины,День Никополя,http://www.calendarium.com.ua/den_nikopolya
 28 сентября ,именины,Богдан,http://www.calendarium.com.ua/imenini_bogdan
 28 сентября ,дни городов украины,День Самара,http://www.calendarium.com.ua/den_samara
 28 сентября ,дни городов украины,День Хмельницкого,http://www.calendarium.com.ua/den_hmelnitskogo
 28 сентября ,именины,Мария,http://www.calendarium.com.ua/imenini_mariya
 28 сентября ,дни городов украины,День Мелитополя,http://www.calendarium.com.ua/den_melitopolya
 29 сентября ,дни городов украины,День Краматорска,http://www.calendarium.com.ua/den_kramatorska
 29 сентября ,праздники украины,День отоларинголога,http://www.calendarium.com.ua/den_otolaringologa
 29 сентября ,исторические события,Киево-Печерская лавра получила статус музея (1926),http://www.calendarium.com.ua/kievopecherskaya_lavra_poluchila_status_muzeya_1926
 29 сентября ,знаменитые украинцы,Михаил Грушевский (1866),http://www.calendarium.com.ua/mihail_grushevskii_1866
 29 сентября ,дни городов украины,День Кременчуга,http://www.calendarium.com.ua/den_kremenchuga
 29 сентября ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 29 сентября ,именины,Людмила,http://www.calendarium.com.ua/imenini_lyudmila
 29 сентября ,исторические события,Начало массовых убийств в Бабьем Яру (1941),http://www.calendarium.com.ua/nachalo_massovyh_ubiistv_v_babem_yaru_1941
 29 сентября ,именины,Виктор,http://www.calendarium.com.ua/imenini_viktor
 29 сентября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 30 сентября ,именины,Любовь,http://www.calendarium.com.ua/imenini_lyubov
 30 сентября ,именины,Надежда,http://www.calendarium.com.ua/imenini_nadezhda
 30 сентября ,именины,Ирина,http://www.calendarium.com.ua/imenini_irina
 30 сентября ,праздники украины,Международный день переводчика,http://www.calendarium.com.ua/mezhdunarodnyi_den_perevodchika
 30 сентября ,праздники украины,Всеукраинский день библиотек,http://www.calendarium.com.ua/vseukrainskii_den_bibliotek
 30 сентября ,именины,София,http://www.calendarium.com.ua/imenini_sofiya
 30 сентября ,исторические события,Битва под Городком (1655),http://www.calendarium.com.ua/bitva_pod_gorodkom_1655
 30 сентября ,именины,Илья,http://www.calendarium.com.ua/imenini_ilya
 30 сентября ,дни городов украины,День Овруча,http://www.calendarium.com.ua/den_ovrucha
 30 сентября ,исторические события,"Между казацкой старшиной и польскими комиссарами подписано соглашение, которым ограничивались казацкие права (1614)",http://www.calendarium.com.ua/mezhdu_kazatskoi_starshinoi_i_polskimi_komissarami_podpisano_soglashenie_kotorym_ogranichivalis_kazatskie_prava_1614
 30 сентября ,исторические события,Состоялись внеочередные парламентские выборы на Украине (2007),http://www.calendarium.com.ua/sostoyalis_vneocherednye_parlamentskie_vybory_na_ukraine_2007
 30 сентября ,именины,Вера,http://www.calendarium.com.ua/imenini_vera
day,event_type,event_name,event_url
 1 октября ,именины,Ирина,http://www.calendarium.com.ua/imenini_irina
 1 октября ,именины,София,http://www.calendarium.com.ua/imenini_sofiya
 1 октября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 1 октября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 1 октября ,именины,Аркадий,http://www.calendarium.com.ua/imenini_arkadii
 1 октября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 1 октября ,знаменитые украинцы,Валерьян Полищук (1897),http://www.calendarium.com.ua/valeryan_polishchuk_1897
 1 октября ,праздники украины,День музыки,http://www.calendarium.com.ua/den_muzyki
 2 октября ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 2 октября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 2 октября ,именины,Игорь,http://www.calendarium.com.ua/imenini_igor
 2 октября ,знаменитые украинцы,Иван Багряный (1907),http://www.calendarium.com.ua/ivan_bagryanyi_1907
